,category,tech1,description,fit,title,also_buy,image,tech2,brand,feature,rank,also_view,details,main_cat,similar_item,date,price,asin
116,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,['LG Official OEM Car Charger for Incite Phone!  Original Equipment and Manufacturer (DC 12 volt)'],,LG Official OEM Car Charger for Incite Phone! Original Equipment and Manufacturer (DC 12 volt),[],[],,LG,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#7,325,777 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#71,028 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#174,046 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#282,191 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},Cell Phones & Accessories,,,,8199902426
117,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Wall Chargers']",,['Official OEM Rapid/Fast Rate Home Charger for Motorola Droid Phone with fixed blades!  Original Equipment and Manufacturer (AC 110-220 volt)'],,Official OEM Rapid/Fast Rate Home Charger for Motorola Droid Phone with fixed blades! Original Equipment and Manufacturer (AC 110-220 volt),[],[],,Motorola,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#1,049,526 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#9,247 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters > Wall Chargers', '>#1,048,051 in Electronics > Cell Phones & Accessories']",[],{},Cell Phones & Accessories,,,,8199303034
118,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,[],,Heavy Duty Plug-In Car / Vehicle Charger for Samsung SGH-A837 RUGBY Phone!,[],[],,Wireless Solutions,"['Complete your phone accessories with this quality charger at a fraction of the price!', 'Has a two stage digital chip built in for accurate charging at fast and slow speeds.', 'High quality ABS grade plastic means this charger will outlast the competition.', 'Powerfull Red LED lets you know when this is charging correctly.', 'Cord is double insulated and shielded and measures up to 6ft long.']","['>#5,869,639 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#55,077 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#143,309 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#238,401 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},Cell Phones & Accessories,,,,8199601000
119,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Wall Chargers']",,[],,LG Official OEM Travel Wall Charger for Chocolate VX8500 Phone! Original Equipment and Manufacturer (AC 110-220 volt),[],[],,LG,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#2,893,144 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#21,603 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters > Wall Chargers', '>#2,890,230 in Electronics > Cell Phones & Accessories']",[],{},Cell Phones & Accessories,,,,8199502126
120,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,['Retractable Car Charger for Nokia N97 Phone !  Cord recoils for a complete portable solution!'],,Retractable Car Charger for Nokia N97 Phone ! Cord recoils for a complete portable solution!,[],[],,Wireless Solutions,"['The perfect solution to those hard to take cords and other bulky chargers!', 'Has a two stage digital chip built in for accurate charging at fast and slow speeds.', 'High quality ABS grade plastic means this charger will outlast the competition.', 'Powerfull Red LED lets you know when this is charging correctly.', 'Shielded Cord measures up to 3ft long.']","['>#7,404,605 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#73,121 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#177,890 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#287,427 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},Cell Phones & Accessories,,,,8199807652
121,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,['Samsung SPH-M330 Phone Heavy Duty Plug-In Car / Vehicle Charger!'],,Samsung SPH-M330 Phone Heavy Duty Plug-In Car / Vehicle Charger!,[],[],,Wireless Solutions,"['An outstanding quality charger at a reasonable price!', 'Official circuitry means accurate and safe.', 'One year warranty is offered by the manufacturer against defects.', 'The first automatic stage of this charger offers fast charging until 95% bettery life.', 'The second automatic stage of this charger is ""trickle"" charge and fully optimizes your battery to 100%.']","['>#6,683,634 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#61,399 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#156,561 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#257,477 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},Cell Phones & Accessories,,,,8199504587
122,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,['Palm Micro USB Phone Heavy Duty Plug-In Car / Vehicle Charger!'],,Heavy Duty Plug-In Car / Vehicle Charger for LG VX-9700 DARE Phone!,[],[],,Wireless Solutions,"['An outstanding quality charger at a reasonable price!', 'Official circuitry means accurate and safe.', 'One year warranty is offered by the manufacturer against defects.', 'The first automatic stage of this charger offers fast charging until 95% bettery life.', 'The second automatic stage of this charger is ""trickle"" charge and fully optimizes your battery to 100%.']","['>#3,514,008 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#35,784 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#100,211 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#166,138 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},Cell Phones & Accessories,,,,8199906677
123,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,['CAR CHARGER VERIZON CELL PHONE LG VX 8300 VX8300 VX5303'],,CAR CHARGER VERIZON CELL PHONE LG VX 8300 VX8300 VX5303,[],[],,LG,['Quality and value'],"['>#1,615,533 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#16,670 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#53,823 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#84,777 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},Cell Phones & Accessories,,,,8199502487
124,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Wall Chargers']",,[],,Samsung Official OEM Travel Wall Charger for your SGH-A777 Phone! Original Equipment and Manufacturer (AC 110-220 volt),[],[],,Samsung,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#604,868 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#5,922 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters > Wall Chargers', '>#603,864 in Electronics > Cell Phones & Accessories']",[],{},Cell Phones & Accessories,,,,8199504331
125,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,[],,Retractable Car Charger for Samsung SPH-M800 INSTINCT Phone! Cord recoils for a complete portable solution!,[],[],,Wireless Solutions,"['The perfect solution to those hard to take cords and other bulky chargers!', 'Has a two stage digital chip built in for accurate charging at fast and slow speeds.', 'High quality ABS grade plastic means this charger will outlast the competition.', 'Powerfull Red LED lets you know when this is charging correctly.', 'Shielded Cord measures up to 3ft long.']","['>#3,986,547 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#39,959 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#110,206 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#184,598 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},Cell Phones & Accessories,,,,8199503017
126,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,['LG VX-7100 Phone Heavy Duty Plug-In Car / Vehicle Charger!'],,Heavy Duty Plug-In Car / Vehicle Charger for LG VX9200 Phone!,[],[],,Wireless Solutions,"['An outstanding quality charger at a reasonable price!', 'Official circuitry means accurate and safe.', 'One year warranty is offered by the manufacturer against defects.', 'The first automatic stage of this charger offers fast charging until 95% bettery life.', 'The second automatic stage of this charger is ""trickle"" charge and fully optimizes your battery to 100%.']","['>#3,827,381 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#38,442 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#106,633 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#178,821 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},Cell Phones & Accessories,,,,8199906618
127,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Wall Chargers']",,['Samsung Official OEM Travel Wall Charger for your SPH-m320 Phone!  Original Equipment and Manufacturer (AC 110-220 volt)'],,Samsung Official OEM Travel Wall Charger for your SPH-m320 Phone! Original Equipment and Manufacturer (AC 110-220 volt),[],"['https://images-na.ssl-images-amazon.com/images/I/31G79SNYX5L._SX38_SY50_CR,0,0,38,50_.jpg']",,Samsung,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#2,549,977 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#19,488 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters > Wall Chargers', '>#2,547,264 in Electronics > Cell Phones & Accessories']",[],{},Cell Phones & Accessories,,,,8199808101
128,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,['Official Nokia OEM Car Charger for your Nokia E63-2 Smartphone Phone!  Original Equipment and Manufacturer (DC 12 volt)'],,Official Nokia OEM Car Charger for your Nokia E63-2 Smartphone Phone! Original Equipment and Manufacturer (DC 12 volt),[],[],,Nokia,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#7,424,461 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#73,893 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#179,331 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#289,187 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},All Electronics,,"September 2, 2009",,8199705884
129,"['Cell Phones & Accessories', 'Accessories', 'Chargers & Power Adapters', 'Car Chargers']",,['Official High Performance OEM Car Charger for Motorola Photon 4G Phone!  Original Equipment and Manufacturer (DC 12 volt)'],,Official High Performance OEM Car Charger for Motorola Photon 4G Phone Original Equipment and Manufacturer (DC 12 volt),[],"['https://images-na.ssl-images-amazon.com/images/I/31DUslh%2Be8L._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41vGt81LE7L._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31bmtwEOWwL._SX38_SY50_CR,0,0,38,50_.jpg']",,Motorola,"['Safely charge your phone from your car using the original authentic brand!', 'Using the authentic OEM brand will ensure your phones warranty is never voided!', 'Use of this official charger will prolong your batteries life compare to others!', 'As designed for your warranty, stage one charges quickly to 80%.', 'Then, stage two slowly and precisely charges to 100 percent.']","['>#1,086,629 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)', '>#10,826 in Cell Phones & Accessories > Cell Phone Accessories > Car Accessories > Car Chargers', '>#37,970 in Cell Phones & Accessories > Cell Phone Accessories > Chargers & Power Adapters', '>#59,037 in Electronics > Accessories & Supplies > Vehicle Electronics Accessories']",[],{},Cell Phones & Accessories,,,,8199909331
